type,program,catalog,reqs_url,4_yr_plan
BS,Physics: Option 5,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-composite-4-yr-plan-20-22-catalog.pdf
BS,Physics: Option 5,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-phy-m-4-yr-plan-22-24-catalog.pdf
BS,Physics: Option 5,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-physics-math-4-yr-plan-20-22-catalog.pdf
BS,Physics: Option 5,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-phy-m-4-yr-plan-22-24-catalog_0.pdf
BS,Physics: Option 5,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-physical-science-4-yr-plan-20-22-catalog.pdf
BS,Physics: Option 5,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-m-ps-e-4-yr-plan-22-24-catalog.pdf
BS,Physics: Option 5,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-math-physical-engineering-mps-e-4-yr-plan-20-22-catalog.pdf
BS,Physics: Option 6,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option6-degree-checklist-16-18-catalog.pdf,N/A
BS,Physics: Option 6,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option6-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option6-4-yr-plan-18-20-catalog.pdf
BS,Physics: Option 6,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option6-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option6-4-yr-plan-22-24-catalog.pdf
BS,Physics: Option 6,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option6-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option6-4-yr-plan-20-22-catalog.pdf
BS,Physics: Option 7,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option7-degree-checklist-16-18-catalog.pdf,N/A
BS,Physics: Option 7,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option7-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option7-4-yr-plan-18-20-catalog.pdf
BS,Physics: Option 7,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option7-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option7-4-yr-plan-22-24-catalog.pdf
BS,Physics: Option 7,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option7-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option7-4-yr-plan-20-22-catalog.pdf
C,Pre-Health Professions,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-pre-health-professions-science-major-track-certificate-20-22-catalog.pdf,N/A
C,Pre-Health Professions,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-pre-health-professions-non-science-major-track-certificate-20-22-catalog_0.pdf,N/A
C,Pre-Health Professions,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-pre-health-professions-science-major-track-18-20-catalog.pdf,N/A
C,Pre-Health Professions,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-pre-health-professions-non-science-major-track-18-20-catalog.pdf,N/A
C,Pre-Health Professions,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-pre-health-professions-non-science-major-track-certificate-22-24-catalog_0.pdf,N/A
C,Pre-Health Professions,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-pre-health-professions-science-major-track-certificate-22-24-catalog.pdf,N/A
C,Pre-Health Professions,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-pre-health-professions-science-major-track-16-18-catalog.pdf,N/A
C,Pre-Health Professions,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-pre-health-professions-non-science-major-track-16-18-catalog.pdf,N/A
BS,Public Health: Option 1,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option1-degree-checklist-16-18-catalog.pdf,N/A
BS,Public Health: Option 1,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option1-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-public-health-option1-4-yr-plan-18-20-catalog.pdf
BS,Public Health: Option 1,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option1-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-public-health-option1-4-yr-plan-22-24-catalog.pdf
BS,Public Health: Option 1,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option1-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-public-health-option1-4-yr-plan-20-22-catalog.pdf
BS,Public Health: Option 2,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option2-degree-checklist-16-18-catalog.pdf,N/A
BS,Public Health: Option 2,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option2-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-public-health-option2-4-yr-plan-18-20-catalog.pdf
BS,Public Health: Option 2,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option2-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-public-health-option2-4-yr-plan-22-24-catalog.pdf
BS,Public Health: Option 2,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option2-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-public-health-option2-4-yr-plan-20-22-catalog.pdf
BS,Public Health: Option 3,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option3-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-public-health-option3-4-yr-plan-20-22-catalog.pdf
BS,Public Health: Option 3,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option3-degree-checklist-16-18-catalog.pdf,N/A
BS,Public Health: Option 3,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option3-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-public-health-option3-4-yr-plan-18-20-catalog.pdf
BS,Public Health: Option 3,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-public-health-option3-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-public-health-option3-4-yr-plan-22-24-catalog.pdf
C,Quantum Information Science,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-quantum-information-science-certificate-certificate-20-22-catalog.pdf,N/A
C,Quantum Information Science,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-quantum-information-science-certificate-certificate-22-24-catalog.pdf,N/A
C,Scientific Computation,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-scientific-computation-18-20-catalog.pdf,N/A
C,Scientific Computation,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-scientific-computation-16-18-catalog.pdf,N/A
C,Scientific Computation,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-scientific-computation-certificate-20-22-catalog.pdf,N/A
C,Scientific Computation,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-scientific-computation-certificate-22-24-catalog.pdf,N/A
BS,Statistics and Data Sciences,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-statistics-and-data-science-degree-checklist-22-24-catalog_0.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-statistics-and-data-science-4-yr-plan-22-24-catalog_2.pdf
BS,Textiles & Apparel,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-textiles-and-apparel-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-textiles-and-apparel-4-yr-plan-22-24-catalog.pdf
BS,Textiles & Apparel: Option 1,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-textiles-and-apparel-option1-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-textiles-and-apparel-option1-4-yr-plan-20-22-catalog.pdf
BS,Textiles & Apparel: Option 1,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-textiles-and-apparel-option1-degree-checklist-16-18-catalog.pdf,N/A
BS,Textiles & Apparel: Option 1,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-textiles-and-apparel-option1-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-textiles-and-apparel-option1-4-yr-plan-18-20-catalog.pdf
BS,Textiles & Apparel: Option 2,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-textiles-and-apparel-option2-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-textiles-and-apparel-option2-4-yr-plan-20-22-catalog.pdf
BS,Textiles & Apparel: Option 2,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-textiles-and-apparel-option2-degree-checklist-16-18-catalog.pdf,N/A
BS,Textiles & Apparel: Option 2,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-textiles-and-apparel-option2-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-textiles-and-apparel-option2-4-yr-plan-18-20-catalog.pdf
BS,Textiles & Apparel: Option 3,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-textiles-and-apparel-option3-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-textiles-and-apparel-option3-4-yr-plan-20-22-catalog.pdf
BS,Textiles & Apparel: Option 3,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-textiles-and-apparel-option3-degree-checklist-16-18-catalog.pdf,N/A
BS,Textiles & Apparel: Option 3,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-textiles-and-apparel-option3-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-textiles-and-apparel-option3-4-yr-plan-18-20-catalog.pdf
C,UTeach-Natural Sciences Accelerated Track,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-uteach-natural-sciences-accelerated-track-certificate-22-24-catalog.pdf,N/A
C,UTeach-Natural Sciences Accelerated Track,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-uteach-natural-sciences-accelerated-track-certificate-20-22-catalog.pdf,N/A
C,UTeach Natural Sciences Secondary Teaching Option,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-uteach-natural-sciences-secondary-teaching-option-certificate-22-24-catalog_0.pdf,N/A
C,UTeach Natural Sciences Secondary Teaching Option,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-uteach-natural-sciences-secondary-teaching-option-16-18-catalog.pdf,N/A
C,UTeach Natural Sciences Secondary Teaching Option,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-uteach-natural-sciences-secondary-teaching-option-certificate-20-22-catalog.pdf,N/A
C,UTeach Natural Sciences Secondary Teaching Option,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-uteach-natural-sciences-secondary-teaching-option-18-20-catalog.pdf,N/A
